date,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands,Central African Republic,Chad,Channel Islands,Chile,China,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faroe Islands,Fiji,Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep.",Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. People's Rep.","Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Lao PDR,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao SAR, China",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Romania,Russian Federation,Rwanda,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten (Dutch part),Slovak Republic,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Martin (French part),St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkiye,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,"Venezuela, RB",Vietnam,Virgin Islands (U.S.),West Bank and Gaza,"Yemen, Rep.",Zambia,Zimbabwe
2005,379100.0,10770.0,412110.0,56.0,218.0,497366.95,90.0,1299209.0,16050.0,20.0,4102300.0,28568.0,47586.0,130.0,87.0,93110.0,160.0,89490.0,13830.0,1520.0,34840.0,4.0,5930.0,369620.0,21570.0,258150.0,2288420.0,70.0,110.0,52650.0,109700.0,18190.0,750.0,53560.0,92130.0,616560.0,27.0,52150.0,489300.0,,158850.0,5266822.222,425570.0,1330.0,255500.0,105470.0,18050.0,202000.0,12110.0,66370.0,,1670.0,36054.9,27070.0,17010.0,220.0,24170.0,75000.0,35230.0,12817.0,2029.8,75220.0,8819.0,12240.0,335910.0,965.39,3428.0,22738.0,293904.0,450.0,20922.95,5270.0,25200.0,170310.0,128294.3,,80050.0,2413.0,70.0,200.0,45620.0,141210.0,7053.45,11429.85,16700.0,31500.0,70.0,58630.0,18820.0,1801260.0,518460.0,476310.0,93900.0,43020.0,461.1,5145.0,147360.0,4670.0,46920.0,10130.0,2122860.0,270020.0,340.0,26000.0,18810.0,,1500.0,107450.0,19850.0,17340.0,6530.0,23270.0,15606.6,153850.0,63.8,28370.0,1290.0,,408930.0,51800.0,71344.1,90.0,403920.0,93.0,130.0,396610.0,960.0,1065700.0,225.0,24990.0,,1139278.0,5150.0,299890.0,385579.3,112630.0,388200.0,4.0,42020.0,19377.0,2301.0,117120.0,53060.0,429650.0,670004.9,12280.0,30.0,10360.0,14650.0,359650.0,43.0,22300.0,10300.0,155451.4,239928.0,113550.0,159060.0,38238.9,2024.0,646.0,141800.0,2156800.0,17829.0,420.0,10.0,480.0,1737170.0,87760.0,35370.0,40.0,38120.2,7.6,,19410.0,5090.0,890.0,443770.0,974830.0,,291640.0,25100.0,50.0,109.0,,70.0,1352200.0,728.0,32012.0,15500.0,138280.0,46720.0,353142.0,196100.0,3330.0,35200.0,300.0,540.0,98240.0,412230.0,348800.0,10.0,17.0,132620.0,413040.0,5570.0,169560.0,4129396.0,148320.0,265030.0,1830.0,215950.0,100541.0,60.0,4908.0,235230.0,227620.0,161000.0
2006,379100.0,11200.0,411810.0,54.9,217.8,502917.56,90.0,1301389.0,17564.0,20.0,4093020.0,28433.0,47560.0,130.0,85.5,92800.0,160.0,89580.0,13800.0,1520.0,33400.0,4.0,5770.0,371120.0,21590.0,258030.0,2289510.0,70.0,103.0,51900.0,107940.0,18220.0,760.0,53550.0,92130.0,605840.0,27.0,52100.0,489300.0,,158000.0,5272720.667,421740.0,1330.0,255860.0,105500.0,18150.0,203000.0,12300.0,66300.0,,1570.0,35659.5,27100.0,17013.0,220.0,24170.0,74440.0,35330.0,12749.0,2016.8,75720.0,8985.0,12240.0,342190.0,965.39,3370.0,23008.0,293127.0,450.0,20973.54,4950.0,25180.0,169460.0,127163.98,,78630.0,2416.0,70.0,200.0,43000.0,141300.0,7137.9,11474.26,16700.0,31600.0,60.0,58090.0,18810.0,1799060.0,515000.0,478520.0,89900.0,42600.0,423.6,5088.0,142030.0,4670.0,46710.0,10180.0,2118765.0,270540.0,340.0,26000.0,18580.0,,1500.0,107311.0,20250.0,18550.0,6790.0,23070.0,15909.2,153850.0,62.5,27907.0,1290.0,,408930.0,52850.0,70752.0,70.0,404660.0,93.0,130.0,396610.0,940.0,1065700.0,225.0,24830.0,,1147273.0,5150.0,299460.0,387795.16,115970.0,388200.0,4.0,41850.0,19196.0,2246.0,113750.0,52000.0,429890.0,671637.96,12240.0,30.0,10350.0,14630.0,361350.0,43.0,22244.0,10400.0,156351.4,241527.0,115800.0,159570.0,37576.6,1958.0,653.0,140390.0,2154880.0,18029.5,402.0,10.0,480.0,1736740.0,84880.0,35370.0,40.0,40298.8,7.5,,19390.0,4910.0,940.0,441680.0,968880.0,,286130.0,24400.0,50.1,101.0,,70.0,1360530.0,728.0,31501.0,15468.0,138770.0,47350.0,358713.0,197000.0,3326.0,35700.0,310.0,540.0,98060.0,404930.0,347000.0,10.0,17.0,134627.5,412840.0,5386.0,178380.0,4128988.0,146950.0,263220.0,1850.0,215550.0,100780.0,40.0,4847.0,236270.0,230480.0,163000.0
2007,379100.0,11190.0,412520.0,53.9,207.7,508468.17,90.0,1299684.0,17519.0,20.0,3983555.0,28301.0,47565.0,130.0,84.0,92660.0,160.0,89160.0,13669.0,1520.0,33500.0,4.0,5630.0,373900.0,21490.0,257840.0,2296718.0,70.0,114.0,51160.0,110180.0,18250.0,760.0,53550.0,92130.0,600080.0,27.0,52100.0,489310.0,,157320.0,5278619.111,424360.0,1330.0,256500.0,105500.0,18000.0,206000.0,12020.0,66200.0,,1472.0,35967.0,26630.0,17015.0,220.0,24170.0,74120.0,35380.0,12942.0,1943.8,75720.0,9146.0,12240.0,350770.0,965.39,3312.0,22949.0,292061.0,450.0,21024.13,4950.0,25170.0,169500.0,127033.66,,77530.0,2419.0,70.0,190.0,44140.0,141800.0,7222.35,11518.67,18200.0,31600.0,60.0,58070.0,18760.0,1796200.0,530000.0,480730.0,91400.0,42760.0,421.2,5181.0,141620.0,4640.0,46500.0,9633.0,2114356.0,270700.0,340.0,26000.0,18400.0,,1510.0,107286.0,20630.0,18390.0,6771.0,23290.0,16211.8,153850.0,61.2,26959.0,1310.0,,408930.0,49850.0,71072.0,70.0,405970.0,93.0,130.0,396610.0,920.0,1067000.0,225.0,24850.0,,1146800.0,5140.0,299600.0,390011.02,119840.0,388080.0,4.0,41660.0,19144.0,2181.0,114870.0,51850.0,437820.0,673271.02,10760.0,17.0,10320.0,14650.0,360130.0,43.0,22318.0,10400.0,157251.4,243126.0,117900.0,154690.0,36609.2,1890.0,660.0,136300.0,2154630.0,18048.8,385.0,10.0,480.0,1736750.0,85030.0,35729.0,30.0,36237.2,8.0,,19300.0,4980.0,940.0,440280.0,968900.0,,280040.0,23900.0,50.9,99.3,,70.0,1366150.0,700.0,31209.0,15435.0,138970.0,47290.0,364184.0,198000.0,3322.0,35950.0,310.0,540.0,98050.0,395050.0,345500.0,10.0,18.0,136635.0,412660.0,5326.0,176470.0,4128576.0,145500.0,261410.0,1870.0,215590.0,100626.0,40.0,4805.0,236270.0,229840.0,162000.0
2008,379100.0,11810.0,413090.0,53.0,207.6,514018.78,90.0,1270469.0,17488.0,20.0,3892880.0,28094.0,47567.0,130.0,82.0,92530.0,160.0,89170.0,13653.0,1520.0,35500.0,3.0,5213.0,374850.0,21300.0,258810.0,2303926.0,70.0,114.0,51010.0,121425.0,18280.0,780.0,53550.0,92630.0,594320.0,27.0,51780.0,489310.0,,157840.0,5284517.556,426140.0,1330.0,257000.0,105500.0,17930.0,206000.0,12891.0,65670.0,,1156.0,35716.1,26680.0,17012.0,220.0,23970.0,74450.0,35420.0,12853.0,1940.8,75720.0,9068.0,12240.0,345130.0,965.39,3254.0,22964.0,291101.0,450.0,21074.72,5520.0,25140.0,169210.0,125903.34,,76570.0,2422.0,70.0,190.0,41380.0,142400.0,7306.8,11563.08,17700.0,31840.0,60.0,57900.0,18760.0,1797570.0,540000.0,466850.0,81900.0,46290.0,442.8,5156.0,144572.0,4490.0,46280.0,9725.0,2108514.0,270850.0,340.0,26500.0,18170.0,,1510.0,107272.0,21040.0,18250.0,6630.0,23620.0,16514.4,153850.0,59.9,26721.0,1310.0,,408950.0,54350.0,71504.0,70.0,405510.0,93.0,130.0,396610.0,910.0,1033550.0,225.0,24810.0,,1145070.0,5130.0,299810.0,392226.88,122770.0,388080.0,4.0,41520.0,19293.0,2106.0,113740.0,51200.0,437820.0,674904.08,10630.0,17.0,10248.0,14572.0,353130.0,43.0,22292.0,11900.0,158221.4,244735.0,120100.0,156010.0,37258.6,1907.0,667.0,136340.0,2154940.0,18074.4,370.0,10.0,470.0,1735720.0,92750.0,36036.0,30.0,37122.3,7.0,,19370.0,6185.6,970.0,441280.0,971080.0,,281420.0,25950.0,51.0,99.4,,70.0,1366980.0,708.0,30758.0,15406.0,138980.0,47270.0,369744.0,200500.0,3368.0,36350.0,310.0,540.0,98810.0,391220.0,343500.0,10.0,18.0,139142.5,412920.0,5396.0,176840.0,4109023.0,146740.0,259600.0,1870.0,216000.0,102408.0,40.0,4772.0,235170.0,230870.0,164500.0
2009,379100.0,12013.0,413800.0,51.7,207.7,519569.39,90.0,1243284.0,17463.0,20.0,3842570.0,27950.0,47573.0,150.0,83.6,92460.0,160.0,89270.0,13636.0,1550.0,36500.0,3.0,5200.0,376730.0,21280.0,259180.0,2311134.0,70.0,134.0,50300.0,118430.0,18310.0,780.0,53550.0,93130.0,588560.0,27.0,51460.0,490350.0,,157820.0,5290386.0,425400.0,1330.0,268870.0,105630.0,18160.0,206000.0,12996.0,65138.0,,1276.0,35458.7,26340.0,17013.0,230.0,23970.0,75344.0,36890.0,12764.0,1937.8,75920.0,9318.0,12220.0,349850.0,964.1,3198.0,22965.0,290199.0,445.0,21125.31,6030.0,24980.0,168860.0,126773.02,,75600.0,2425.0,80.0,180.0,40435.4,142500.0,7391.25,11607.49,17963.3,32000.0,60.0,57830.0,18750.0,1800680.0,556000.0,466862.0,78500.0,45939.2,434.2,5226.0,139824.0,4490.0,46090.0,10250.0,2107833.0,272850.0,340.0,26700.0,17950.0,,1515.0,106173.0,21680.0,18330.0,6630.0,23390.0,16817.0,153850.0,58.6,26890.0,1307.0,,408950.0,54850.0,72200.0,70.0,410454.0,93.0,130.0,396510.0,910.0,1026820.0,220.0,24720.0,,1142700.562,5140.0,300026.0,394442.74,124410.0,388080.0,4.0,41400.0,19174.0,2056.0,114900.0,51050.0,437820.0,676537.14,10130.0,17.0,10142.6,14544.0,352770.0,43.0,22316.0,11900.0,159231.4,246334.0,121000.0,156190.0,36955.8,1923.0,674.0,136210.0,2154940.0,18088.7,349.0,10.0,470.0,1734350.0,94880.0,35180.0,29.0,38009.7,7.0,,19300.0,6251.2,1010.0,441280.0,969880.0,,279700.0,26100.0,55.0,99.4,,70.0,1372658.0,804.0,30672.0,15375.0,139080.0,47594.0,371867.0,208790.0,3384.0,36550.0,320.0,540.0,97890.0,389110.0,342050.0,10.0,18.0,141150.0,412760.0,3879.0,173250.0,4089470.0,148140.0,257790.0,1870.0,215000.0,102920.0,40.0,4263.0,234520.0,235860.0,163000.0
2010,379110.0,12013.0,413740.0,50.4,197.7,525120.0,90.0,1262679.0,17350.0,20.0,3763720.0,27792.0,47668.0,150.0,86.0,92410.0,150.0,88980.0,13557.0,1570.0,36500.0,3.0,5200.0,375160.0,21440.0,258610.0,2318342.0,70.0,134.0,50520.0,121430.0,18330.0,780.0,54550.0,97000.0,582800.0,27.0,51140.0,492350.0,,157430.0,5289168.0,425030.0,1330.0,284290.0,105760.0,18190.0,206000.0,13338.0,64612.0,,1145.0,35239.2,26260.0,17016.0,250.0,23970.0,74977.0,36710.0,12675.0,1934.8,75920.0,9488.0,12220.0,356830.0,963.95,3191.0,22919.0,289263.0,445.0,21175.9,6150.0,24600.0,167000.0,127442.7,,74890.0,2428.0,80.0,180.0,39620.8,143000.0,7475.7,11651.9,18700.0,32700.0,55.0,53430.0,18740.0,1795730.0,556000.0,465394.0,82200.0,45680.0,433.8,5045.0,143278.0,4440.0,45930.0,10023.0,2171618.0,273200.0,340.0,26800.0,17730.0,,1520.0,106119.0,22200.0,18050.0,6400.0,23260.0,17119.6,153510.0,57.3,27723.0,1310.4,,408950.0,56850.0,73893.0,69.0,410510.0,103.3,130.0,397110.0,910.0,1018070.0,220.0,24650.0,,1142100.3,5120.0,299883.0,396658.6,125260.0,388090.0,4.0,41260.0,18723.0,1986.0,114080.0,50260.0,439820.0,678170.2,11190.0,17.0,10059.0,14432.0,352420.0,43.0,22663.9,11900.0,160451.4,247943.0,121000.0,144490.0,36541.7,1939.0,681.0,141560.0,2154940.0,18039.2,415.0,10.0,460.0,1734060.0,94580.0,35216.0,24.0,39303.8,7.4,,19447.0,6238.6,1070.0,441280.0,968910.0,,275450.0,26200.0,57.0,99.4,,70.0,1372462.0,783.0,30737.0,15346.0,139080.0,47557.0,373990.0,210600.0,3380.0,36650.0,320.0,540.0,100380.0,390120.0,340000.0,10.0,18.0,142650.0,412670.0,3923.0,172240.0,4069917.0,144330.0,255980.0,1870.0,215000.0,107601.0,40.0,3749.0,235790.0,234360.0,162000.0
2011,379100.0,12010.0,413880.0,49.1,197.7,530670.62,90.0,1253184.0,16981.0,20.0,3961210.0,27573.0,47687.0,140.0,86.0,91280.0,140.0,88750.0,13357.0,1570.0,36500.0,3.0,5196.0,375570.0,21510.0,259260.0,2325550.0,70.0,134.0,50880.0,118430.0,18830.0,780.0,54550.0,97500.0,576997.0,27.0,50800.0,493350.0,,157890.0,5288851.0,417210.0,1330.0,296360.0,105960.0,18190.0,206000.0,13261.0,64078.0,,1163.0,35040.4,26900.0,17020.0,250.0,23970.0,73461.0,36200.0,12586.0,1931.8,75920.0,9460.0,12220.0,363252.0,964.03,3184.0,22866.0,288786.0,455.0,21294.72,6150.0,24424.0,167190.0,126531.68,,73960.0,2431.0,80.0,180.0,38906.2,143000.0,7560.14,11768.8,18300.0,33130.0,55.0,53370.0,18732.0,1796700.0,565000.0,463926.0,85500.0,45550.0,426.1,5170.0,138526.0,4440.0,45610.0,10026.0,2169885.0,276300.0,340.0,26300.0,17561.0,,1525.0,106085.0,22765.0,18160.0,6510.0,23120.0,17422.2,153510.0,56.0,28059.0,1312.7,,408950.0,55850.0,75306.0,69.0,416510.0,103.3,130.0,396610.0,890.0,1013220.0,220.0,24620.0,,1141878.0,5130.0,301038.0,398722.88,125580.0,388090.0,4.0,41266.0,18584.0,1903.0,113710.0,50709.0,444820.0,679803.26,11180.0,17.0,9990.0,14368.0,359360.0,43.0,22630.0,11900.0,161921.4,249642.0,122600.0,147790.0,36493.6,1955.0,688.0,139820.0,2154940.0,18164.4,480.0,10.0,440.0,1733880.0,89650.0,35282.0,15.0,40176.3,7.3,,19297.0,6206.1,1100.0,440280.0,963740.0,,270140.0,27300.0,60.0,99.4,,70.0,1372462.0,800.0,30631.0,15316.0,139150.0,47528.0,376113.0,210600.0,3386.0,36650.0,320.0,540.0,100720.0,382470.0,338380.0,10.0,18.0,143650.0,412810.0,3885.0,171640.0,4050364.0,145260.0,254170.0,1870.0,215000.0,107686.0,40.0,3865.0,234520.0,236360.0,164000.0
2012,379100.0,12013.0,413981.9,47.8,187.6,536221.24,90.0,1247419.0,16830.0,20.0,3870760.0,27352.0,47683.0,140.0,86.0,91230.0,130.0,87960.0,13320.0,1600.0,37500.0,3.0,5196.0,376510.0,21560.0,258870.0,2332758.0,70.0,134.0,51230.0,121430.0,19330.0,840.0,54550.0,97500.0,577710.0,27.0,50800.0,496850.0,,157550.0,5287995.0,426176.0,1330.0,308860.0,106020.0,18120.0,207000.0,13310.0,64056.0,,1169.0,35258.9,26240.0,17020.0,250.0,23520.0,75069.0,36960.0,12497.0,1928.8,75920.0,9559.0,12220.0,364880.0,964.03,3177.0,22851.0,288448.0,455.0,21413.54,6050.0,24350.0,166640.0,126820.66,,72830.0,2434.0,80.0,180.0,38091.6,144000.0,7644.58,11885.7,17700.0,33600.0,51.0,53380.0,18722.0,1796420.0,565000.0,462458.0,85685.0,45330.0,384.0,5262.0,137290.0,4440.0,45490.0,10449.0,2170121.0,277300.0,340.0,26300.0,17880.0,,1520.0,105913.0,23072.5,18410.0,6580.0,22853.0,17724.8,153550.0,54.7,28422.0,1314.2,,408950.0,55850.0,78292.0,64.0,416510.0,103.0,120.0,396610.0,870.0,1005120.0,220.0,24600.0,,1140679.033,5130.0,304030.0,400787.16,125490.0,388090.0,4.0,41210.0,18417.0,1840.34,112094.0,51030.0,447820.0,681436.32,12670.0,17.0,9928.0,14238.0,360630.0,43.0,22530.0,11900.0,164301.4,251002.6,124300.0,145290.0,36644.1,1968.0,695.0,137330.0,2154940.0,18157.3,545.0,10.0,440.0,1733450.0,89650.0,34626.0,15.0,38366.5,7.3,,19274.0,6117.9,1110.0,440250.0,963410.0,284979.125,269420.0,27400.0,60.0,99.4,,70.0,682071.6,732.0,30315.0,15287.0,139210.0,47490.0,374975.94,219600.0,3391.0,38500.0,330.0,540.0,99220.0,384070.0,338380.0,10.0,18.0,144150.0,412970.0,3767.0,171820.0,4030810.538,142370.0,252360.0,1870.0,215000.0,107933.0,40.0,4007.7,235010.0,238360.0,162000.0
2013,379100.0,11873.0,414316.35,46.5,188.1,541771.86,90.0,1229374.0,16830.0,20.0,3717750.0,27164.0,47698.0,140.0,86.0,92780.0,125.0,87112.0,13365.0,1600.0,39500.0,3.0,5196.0,377380.0,21610.0,258820.0,2339966.0,70.0,134.0,49950.0,123430.0,20330.0,840.0,54550.0,97500.0,578420.0,27.0,50800.0,500360.0,,157810.0,5288015.0,448156.0,1330.0,314300.0,106270.0,18010.0,212000.0,15673.0,63423.0,,1088.3,35210.0,26280.0,17020.0,250.0,23520.0,75130.0,37309.7,12408.0,1925.8,75920.0,9650.0,12220.0,366990.0,964.03,3170.0,22585.0,287737.0,455.0,21532.36,6050.0,24861.0,166970.0,126909.64,,71530.0,2430.7,80.0,180.0,37207.0,145000.0,7729.02,12002.6,18400.0,33720.0,51.0,52570.0,18722.0,1796980.0,570000.0,459540.0,88637.5,44770.0,388.0,5203.0,136300.0,4440.0,45380.0,10566.0,2169941.0,276300.0,340.0,26300.0,17687.0,,1536.0,105567.0,23350.0,18770.0,6600.0,22521.0,18027.4,153550.0,53.4,28914.0,1308.8,,408950.0,56000.0,80593.0,64.0,412010.0,102.3,86.0,396610.0,860.0,994860.0,220.0,24610.0,,1140302.8,2231.3,305850.0,402851.44,125870.0,388090.0,4.0,41210.0,18476.0,1837.3,111060.0,50650.0,456820.0,683069.38,12600.0,17.0,9871.428,14195.0,362800.0,43.0,22430.0,11900.0,165541.4,249673.7,124690.0,144100.0,37011.0,1922.0,702.0,139050.0,2154940.0,18425.0,610.0,10.0,440.0,1732950.0,88680.0,34912.0,15.5,39486.5,6.7,,18934.0,6102.1,1110.0,441250.0,963410.0,284626.25,267332.0,27400.0,60.0,99.4,,70.0,681945.6,832.0,30360.8,15248.795,139210.0,47806.0,380359.0,223100.0,3396.0,38200.0,330.0,540.0,99430.0,384230.0,338380.0,10.0,18.0,144150.0,415260.0,3794.0,172502.0,4036270.0,143467.0,250600.0,1870.0,215000.0,108528.0,40.0,4146.2,234990.0,237360.0,162000.0
2014,379100.0,11742.9,414310.0,45.2,188.0,547322.48,90.0,1200129.0,16807.0,20.0,3744230.0,27142.0,47697.0,140.0,86.0,93150.0,120.0,86239.0,13313.0,1600.0,39500.0,3.0,5256.0,377020.0,21570.0,260040.0,2347174.0,70.0,134.0,49770.0,121430.0,20330.0,790.0,54550.0,97500.0,579130.0,27.0,50800.0,502360.0,,157612.0,5286950.0,447847.0,1330.0,322490.0,106270.0,17780.0,212000.0,15085.0,62788.8,,1089.8,35160.0,26526.31,17020.0,250.0,23520.0,54750.0,37151.9,12319.0,1922.8,75920.0,9740.0,12220.0,369100.0,964.18,3163.0,22671.0,287665.0,455.0,21651.18,6050.0,24160.0,167250.0,126998.62,,62010.0,2430.8,80.0,180.0,37938.0,145000.0,7813.46,12119.5,18400.0,33770.0,51.0,52640.0,18722.0,1797280.0,570000.0,459540.0,92690.0,44660.0,389.0,5377.0,131620.0,4440.0,45180.0,10640.0,2167994.0,276300.0,340.0,26300.0,17483.0,,1521.0,105571.0,23330.0,18720.0,6620.0,22763.0,18330.0,153500.0,52.3,29524.0,1309.9,,408950.0,56500.0,80890.0,64.0,412010.0,102.3,86.0,396610.0,860.0,987480.0,220.0,23150.0,,1136820.0,2303.2,300825.0,404915.72,126320.0,388090.0,4.0,41210.0,18391.0,1837.3,111160.0,50650.0,456820.0,684702.44,12610.0,17.0,9867.6,14198.0,362520.0,43.0,22330.0,11900.0,167331.4,248315.8,124980.0,144240.0,36638.8,1876.0,710.0,138300.0,2154940.0,18095.0,675.0,10.0,440.0,1735753.0,88720.0,35064.0,15.5,39490.0,6.6,,18894.0,6148.4,1115.0,441250.0,963410.0,284273.375,265780.0,27400.0,60.0,99.4,,70.0,681861.6,882.0,30360.7,15219.027,139210.0,48122.0,382482.0,224100.0,3401.0,38200.0,340.0,540.0,97610.0,385540.0,338380.0,10.0,18.0,144150.0,415110.0,3825.0,172320.0,4041729.0,144751.0,255420.0,1870.0,215000.0,108737.0,40.0,4318.0,234516.0,238360.0,162000.0
2015,379100.0,11743.0,414564.0,43.9,188.1,552873.1,90.0,1170884.0,16767.0,20.0,3481190.0,27184.5,47698.0,140.0,86.0,94242.4,110.0,85742.0,13280.0,1700.0,39500.0,3.0,5256.0,376610.0,21760.0,258616.0,2354382.0,70.0,134.0,50119.0,121430.0,20330.0,790.0,55820.0,97500.0,579850.0,27.0,50800.0,502370.0,,157850.0,5286334.0,447539.0,1330.0,324500.0,106270.0,17775.0,212000.0,15372.0,62403.0,,1266.8,34940.0,26338.99,17020.0,250.0,24290.0,57890.0,37898.771,12230.0,1919.8,75920.0,9930.0,12220.0,371210.0,964.18,3156.0,22734.0,287269.0,455.0,21770.0,6050.0,24181.0,167310.0,127087.6,,61990.0,2431.0,80.0,170.0,38560.0,145000.0,7897.9,12236.4,18400.0,33770.0,51.0,52640.0,18720.0,1796750.0,573000.0,459540.0,92500.0,44300.0,404.0,5339.0,129450.0,4440.0,44960.0,10563.0,2162597.0,276300.0,340.0,26300.0,17360.0,,1494.0,105562.0,23330.0,18845.0,6650.0,22230.0,18632.6,153500.0,52.7,30059.0,1312.7,,408950.0,56500.0,85699.7,64.0,412010.0,102.3,86.0,396610.0,860.0,986800.0,220.0,23180.0,,1136644.1,2314.0,300470.0,406980.0,127489.999,388090.0,4.0,41210.0,18460.0,1840.3,107120.0,50650.0,456970.0,686335.5,12620.0,17.0,9860.3,14340.0,362020.0,43.0,22230.0,11900.0,169381.4,246958.04,125270.0,143710.0,36387.8,1830.0,710.0,138580.0,2154940.0,18117.0,756.2,23.0,440.0,1736370.0,88730.0,34810.0,15.5,39490.0,6.6,,18886.0,6164.9,1130.0,441250.0,963410.0,283920.5,265765.0,27400.0,60.0,99.4,,70.0,684910.8,870.0,30283.5,15189.336,139210.0,48438.0,384605.0,225100.0,3406.0,38200.0,350.0,540.0,98340.0,385510.0,338380.0,10.0,18.0,144150.0,415080.0,3828.0,171380.0,4047187.0,144676.0,255480.0,1870.0,215000.0,121478.0,40.0,4307.2,234326.0,238360.0,162000.0
